11146;4,8;profession;agriculture, effort modéré (par ex. nourrir des animaux, regrouper du bétail à pied et/ou cheval, épandre du fumier, récolter des cultures);
11147;2;profession;agriculture, effort léger (par ex. nettoyer des déjections animales, préparer de la nourriture pour animaux);
11170;2,8;profession;agriculture, conduites (par ex. conduire un tracteur ou une moissonneuse);
11180;3,5;profession;agriculture, alimenter de petits animaux;
11190;4,3;profession;agriculture, alimenter le bétail, les chevaux;
11191;4,3;profession;agriculture, transporter de l'eau pour les animaux, transporter de l'eau en général;
11192;4,5;profession;agriculture, s'occuper des animaux (par ex. toilettage, brossage, tonte des moutons, aide à la mise bas, soins médicaux, marquage), général;
11195;3,8;profession;agriculture, riz, plantation, activités de traitement du grain;
11210;3,5;profession;agriculture, traire à la main, nettoyage des seaux, effort modéré;
11220;1,3;profession;agriculture, traire à la machine, effort léger;
11240;8;profession;pompier, général;
11244;6,8;profession;pompier, secours de victime, accident automobile, utilisation d’une gaffe;
11245;8;profession;pompier, levage et montée de l’échelle avec l’équipement complet, exercice d’extinction de feu;
11246;9;profession;pompier, transport de tuyaux au sol, transport du matériel, ouverture de murs, etc., en portant l’équipement complet;
11247;3,5;profession;pêche, commerciale, effort léger;
11248;5;profession;pêche, commerciale, effort modéré;
11249;7;profession;pêche, commerciale, effort vigoureux;
11250;17,5;profession;foresterie, couper du bois à la hache, très vite, hache de 1,25 kg, 51 coups/minute, effort violent;
11260;5;profession;foresterie, couper du bois à la hache, lentement, hache de 1,25 kg, 19 coups/minute, effort modéré;
11262;8;profession;foresterie, couper du bois à la hache, vite, hache de 1,25 kg, 35 coups/minute, effort vigoureux;
11264;4,5;profession;foresterie, effort modéré (par ex. scier du bois à la tronçonneuse, désherber, biner);
11266;8;profession;foresterie, effort vigoureux (par ex. écorcer, abattre ou élaguer des arbres, porter ou empiler des buches, planter des semences, scier du bois à la main);
11370;4,5;profession;pelleterie;
11375;4;profession;collecte d’ordures, marcher, verser des conteneurs dans un camion;
11378;1,8;profession;coiffeur (par ex. tresser des cheveux, manucurer, maquiller);
11380;7,3;profession;palefrenier, nourrir des chevaux, nettoyer des stalles, laver, bouchonner, coiffer, faire travailler les chevaux à la longe ou les monter;
11381;4,3;profession;cheval, nourrir, abreuver, nettoyer des stalles, impliquant de marcher et porter des charges;
11390;7,3;profession;course de chevaux, galop;
11400;5,8;profession;course de chevaux, trot;
11410;3,8;profession;course de chevaux, pas;
11413;3;profession;cuisinière;
11415;4;profession;jardinier, jardinage, général;
11418;3,3;profession;blanchisseur;
11420;3;profession;serrurier;
11430;3;profession;travail à la machine (par ex. usinage, tôlerie, montage de machine, tournage, soudage), effort léger à modéré;
11450;5;profession;travail à la machine, utilisation d'une poinçonneuse, effort modéré;
11472;1,8;profession;gestionnaire, propriété;
11475;2,8;profession;travail manuel ou non qualifié, général, effort léger;
11476;4,5;profession;travail manuel ou non qualifié, général, effort modéré;
11477;6,5;profession;travail manuel ou non qualifié, général, effort vigoureux;
11480;4,3;profession;maçonnerie, béton, effort modéré;
11482;2,5;profession;maçonnerie, béton, effort léger;
11485;4;profession;massothérapeute, debout;
11490;7,5;profession;déplacer, porter ou pousser des objets lourds, 34 kg ou plus (par ex. bureaux, déménagement), périodes actives uniquement;
11495;12;profession;plongée sous-marine, homme-grenouille, commandos de marine;
11500;2,5;profession;utiliser un équipement de travail lourd, automatisé, sans conduire;
11510;4,5;profession;travail dans une orangeraie, cueillette des oranges;
11514;3,3;profession;peinture, maison, meubles, effort modéré;
11516;3;profession;activités de plomberie;
11520;2;profession;impression, travailleur de l'industrie du papier, debout;
11525;2,5;profession;police, faire la circulation, debout;
11526;2,5;profession;police, conduire un véhicule de police, assis;
11527;1,3;profession;police, être conduit dans un véhicule de police, assis;
11528;4;profession;police, effectuer une arrestation, debout;
11529;2,3;profession;postier, marcher pour livrer le courrier;
11530;2;profession;cordonnerie, général;
11540;7,8;profession;pelleter, creuser des fossés;
11550;8,8;profession;pelleter, plus de 7 kg/minute, en creusant profondément, effort vigoureux;
11560;5;profession;pelleter, moins de 4,5 kg/minute, effort modéré;
11570;6,5;profession;pelleter, 4,5-7 kg/minute, effort vigoureux;
11580;1,5;profession;travail assis, effort léger (par ex. travail de bureau, travail de laboratoire de chimie, travail sur ordinateur, réparation d’ensemble léger, réparation de montre, lecture);
11585;1,5;profession;être assis, réunions, effort léger, général, et/ou impliquant une discussion (par ex. déjeuner d'affaires);
11590;2,5;profession;travail assis, effort modéré (par ex. pousser de lourds leviers, conduire une tondeuse/un chariot élévateur, commander une grue);
11593;2,8;profession;être assis, enseigner le stretching ou le yoga, ou cours d’exercices légers;
11600;3;profession;être debout, effort léger (par ex. barman, employé de magasin, assemblage, remplissage, reproduction, bibliothécaire, installer un sapin de Noël, être debout et parler au travail, changer de vêtements lors de l'enseignement de l'éducation physique, debout);
11610;3;profession;être debout, effort léger/modéré (par ex. assembler/réparer des pièces lourdes, souder, stocker des pièces, réparer des automobiles, être debout, emballer des objets, soins infirmiers à des patients);
11615;4,5;profession;être debout, effort modéré, soulever des articles en permanence, 5–10 kg, avec une marche limitée ou sur place;
11620;3,5;profession;être debout, effort modéré, levage intermittent de 23 kg, nouer/lover des cordages;
11630;4,5;profession;être debout, effort modéré/important (par ex. soulever plus de 23 kg, maçonner, peindre, tapisser);
11708;5,3;profession;aciérie, effort modéré (par ex. ébarber, forger, retourner des moules);
11710;8,3;profession;aciérie, effort vigoureux (par ex. laminer à la main, laminer des aciers marchands, enlever des scories, alimenter un four);
11720;2,3;profession;confection, coupe de tissu;
11730;2,5;profession;confection, général;
11740;1,8;profession;confection, coudre à la main;
11750;2,5;profession;confection, coudre à la machine;
11760;3,5;profession;confection, pressing;
11763;2;profession;confection, tisser, effort léger (par ex. opérations de finition, lavage, teinture, visite, métrage, paperasse);
11765;4;profession;confection, tissage, effort modéré (par ex. opérations de filage et tissage, apporter des boîtes de fil aux filateurs, chargement d’ensouple de chaîne,;bobinage, ourdissage, découpe de tissu)
11766;6,5;profession;conduite de camion, chargement et déchargement du camion, arrimage de la charge, marcher en portant des charges lourdes;
11767;2;profession;camion, conduire un camion de livraison, un taxi, un bus navette, un bus scolaire;
11770;1,3;profession;taper des documents avec une machine à écrire électrique, mécanique ou un ordinateur;
11780;6,3;profession;utiliser des outils motorisés lourds tels que des outils pneumatiques (par ex. marteaux-piqueurs, foreuses);
11790;8;profession;utiliser des outils lourds (non motorisés) tels que des pelles, des pioches, des barres à mine, des bêches;
11791;2;profession;marcher au travail, à moins de 3,5 km/h, dans un bureau ou laboratoire, rythme très lent;
11792;3,5;profession;marcher au travail à 5 km/h, dans un bureau, rythme modéré, sans rien porter;
11793;4,3;profession;marcher au travail à 6 km/h, dans un bureau, rythme rapide, sans rien porter;
11795;3,5;profession;marcher au travail, à 3 km/h, rythme lent, en portant des objets légers pesant moins de 11 kg;
11796;3;profession;marcher, ranger des affaires au travail, se préparer à partir;
11797;3,8;profession;marcher, à 4 km/h, rythme lent, en portant des objets lourds de plus de 11 kg;
11800;4,5;profession;marcher à 5 km/h, rythme modéré, en portant des objets légers de moins de 11 kg;
11805;3,5;profession;marcher, pousser un fauteuil roulant;
11810;4,8;profession;marcher à 6 km/h, rythme rapide, en portant des objets pesant moins de 11 kg;
11820;5;profession;marcher ou descendre des escaliers ou se tenir debout en portant des objets pesant de 11 à 22 kg;
11830;6,5;profession;marcher ou descendre des escaliers ou se tenir debout en portant des objets pesant de 22 à 33 kg;
11840;7,5;profession;marcher ou descendre des escaliers ou se tenir debout en portant des objets pesant de 33 à 45 kg;
11850;8,5;profession;marcher ou descendre des escaliers ou se tenir debout en portant des objets pesant de 45 kg ou plus;
11870;3;profession;employé d'un magasin de décor, acteur de théâtre, technicien de coulisses;
12010;6;course;combinaison jogging/marche (composant jogging inférieur à 10 minutes) (code Taylor 180);
12020;7;course;jogging, général;
12025;8;course;jogging, sur-place;
12027;4,5;course;jogging, sur un mini-trampoline;
12029;6;course;courir à 6,5 km/h (9 min/km);
12030;8,3;course;courir à 8 km/h (7,5 min/km);
12040;9;course;courir à 8,4 km/h (7,3 min/km);
12050;9,8;course;courir à 9,6 km/h (6,25 min/km);
12060;10,5;course;courir à 10.8 km/h (5,5 min/km);
12070;11;course;courir à 11,25 km/h (5,3 min/km);
12080;11,5;course;courir à 12 km/h (5 min/km);
12090;11,8;course;courir à 12,9 km/h (4,65 min/km);
12100;12,3;course;courir à 13,8 km/h (4,3 min/km);
12110;12,8;course;courir à 14,5 km/h (4,1 min/km);
12120;14,5;course;courir à 16 km/h (3,75 min/km);
12130;16;course;courir à 17,7 km/h (3,4 min/km);
12132;19;course;courir à 19,3 km/h (3,1 min/km);
12134;19,8;course;courir à 20,9 km/h (2,9 min/km);
12135;23;course;courir à 22,5 km/h (2,66 min/km);
12140;9;course;courir, cross;
12150;8;course;courir (code Taylor 200);
12170;15;course;courir, escaliers, montée;
12180;10;course;courir, sur une piste, entraînement d’équipe;
12190;8;course;courir, entraînement, pousser un fauteuil roulant ou landau;
12200;13,3;course;courir, marathon;
13000;2,3;hygiène de vie;être debout, se préparer à aller au lit, général;
13009;1,8;hygiène de vie;aller à la selle assis;
13010;1,5;hygiène de vie;se baigner, assis;
13020;2,5;hygiène de vie;s'habiller, se déshabiller, debout ou assis;
13030;1,5;hygiène de vie;manger, assis;
13035;2;hygiène de vie;parler et manger ou manger uniquement, debout;
13036;1,5;hygiène de vie;prendre des médicaments, assis ou debout;
13040;2;hygiène de vie;se préparer, se laver les mains, se raser, se brosser les dents, se maquiller, assis ou debout;
13045;2,5;hygiène de vie;se coiffer, debout;
13046;1,3;hygiène de vie;se faire coiffer ou manucurer par quelqu'un, assis;
13050;2;hygiène de vie;se doucher, se sécher, debout;
14010;2,8;activité sexuelle;mode actif, effort vigoureux;
14020;1,8;activité sexuelle;général, effort modéré;
14030;1,3;activité sexuelle;mode passif, effort léger, baisers, embrassades;
15000;5,5;sports;jeux traditionnels d’Alaska, épreuves olympiques esquimaudes, général;
15010;4,3;sports;tir à l'arc, hors chasse;
15020;7;sports;badminton, compétition (code Taylor 450);
15030;5,5;sports;badminton, double ou simple, général;
15040;8;sports;basket-ball, match (code Taylor 490);
15050;6;sports;basket-ball, hors match, général (code Taylor 480);
15055;6,5;sports;basket-ball, général;
15060;7;sports;basket-ball, arbitrage (code Taylor 500);
15070;4,5;sports;basket-ball, tir au panier;
15072;9,3;sports;basket-ball, exercices, entraînement;
15075;7,8;sports;basket-ball, fauteuil roulant;
15080;2,5;sports;billard;
15090;3;sports;bowling (code Taylor 390);
15092;3,8;sports;bowling, en intérieur, piste de bowling;
15100;12,8;sports;boxe, sur ring, général;
15110;5,5;sports;boxe, sac de frappe;
15120;7,8;sports;boxe, entraînement (sparring-partner);
15130;7;sports;ballon-balai;
15135;5,8;sports;jeux d’enfants, jeux d’adultes (par ex. marelle, 4-square, ballon prisonnier, équipement de cours de récréation, t-ball, spirobole, billes, jeux d'arcade), effort modéré;
15138;6;sports;majorette, mouvements de gymnastique, compétition;
15140;4;sports;entraîner, football, football américain, basketball, baseball, natation, etc.;
15142;8;sports;entraîner, jouer activement à un sport avec des joueurs;
15150;4,8;sports;cricket, frappe, service, défense;
15160;3,3;sports;croquet;
15170;4;sports;curling;
15180;2,5;sports;fléchettes, mur ou gazon;
15190;6;sports;course de dragster, pousser ou conduire une voiture;
15192;8,5;sports;course de voiture, monoplace;
15200;6;sports;escrime;
15210;8;sports;football américain, compétition;
15230;8;sports;football américain, touch, flag, général (code Taylor 510);
15232;4;sports;football américain, touch, flag, effort léger;
15235;2,5;sports;football américain ou baseball, jeu de balle;
15240;3;sports;frisbee, général;
15250;8;sports;frisbee, ultimate;
15255;4,8;sports;golf, général;
15265;4,3;sports;golf, marcher, porter des clubs;
15270;3;sports;golf, minigolf, practice;
15285;5,3;sports;golf, marcher, tirer des clubs;
15290;3,5;sports;golf, avec un chariot électrique (code Taylor 070);
15300;3,8;sports;gymnastique, général;
15310;4;sports;footbag;
15320;12;sports;handball, général (code Taylor 520);
15330;8;sports;handball, équipe;
15335;4;sports;accrobranches, éléments multiples;
15340;3,5;sports;deltaplane;
15350;7,8;sports;hockey, sur gazon;
15360;8;sports;hockey sur glace, général;
15362;10;sports;hockey sur glace, compétition;
15370;5,5;sports;équitation, général;
15375;4,3;sports;toilettage de cheval, donner à manger, à boire, nettoyer les étables avec marche et port de charges;
15380;4,5;sports;seller, nettoyer, toiletter, poser et retirer le harnais d’un cheval;
15390;5,8;sports;équitation, trot;
15395;7,3;sports;équitation, petit ou grand galop;
15400;3,8;sports;équitation, pas;
15402;9;sports;équitation, saut d’obstacles;
15408;1,8;sports;charrette à cheval, conduire, être debout ou assis;
15410;3;sports;lancer de fer à cheval, quoits;
15420;12;sports;pelote basque;
15425;5,3;sports;arts martiaux, différents types, rythme lent, débutants, entraînement;
15430;10,3;sports;arts martiaux, différents types, rythme modéré (par ex. judo, ju-jitsu, karaté, kick-boxing, taekwondo, tai-bo, boxe thaïe);
15440;4;sports;jonglage;
15450;7;sports;kickball;
15460;8;sports;crosse;
15465;3,3;sports;boulingrin, pétanque, activité extérieure;
15470;4;sports;moto-cross, sports automobiles sur circuit, véhicule tous terrains, général;
15480;9;sports;course d'orientation;
15490;10;sports;jokari, compétition;
15500;6;sports;jokari, loisirs, général (code Taylor 460);
15510;8;sports;polo;
15520;10;sports;racquetball, compétition;
15530;7;sports;racquetball, général (code Taylor 470);
15533;8;sports;escalade, varappe (code Taylor 470) (ancien code = 17120);
15535;7,5;sports;escalade, varappe, grande difficulté;
15537;5,8;sports;escalade, varappe, difficulté faible à modérée;
15540;5;sports;escalade, descente en rappel;
15542;4;sports;rodéo, général, effort léger;
15544;5,5;sports;rodéo, général, effort modéré;
15546;7;sports;rodéo, général, effort vigoureux;
15550;12,3;sports;corde à sauter, rythme rapide, 120-160 sauts/min;
15551;11,8;sports;corde à sauter, rythme modéré, 100-120 sauts/min, général, saut de 60 cm, saut simple;
15552;8,8;sports;corde à sauter, rythme lent, < 100 sauts/min, saut de 60 cm, saut rythmé;
15560;8,3;sports;rugby à quinze, équipe, compétition;
15562;6,3;sports;rugby, touch, hors compétition;
15570;3;sports;jeu de palets;
15580;5;sports;skate, général, effort modéré;
15582;6;sports;skate, compétition, effort vigoureux;
15590;7;sports;patin à roulettes (code Taylor 360);
15591;7,5;sports;roller, patin en ligne, 14,4 km/h, rythme loisir;
15592;9,8;sports;roller, patin en ligne, 17,7 km/h, rythme modéré, exercice d’entraînement;
15593;12,3;sports;roller, patin en ligne, 21 à 21,7 km/h, rythme rapide, exercice d’entraînement;
15594;14;sports;roller, patin en ligne, 24,0 km/h, effort maximal;
15600;3,5;sports;saut en parachute, saut d’un point fixe, saut à l’élastique;
15605;10;sports;football, compétition;
15610;7;sports;football, loisirs, général (code Taylor 540);
15620;5;sports;softball ou baseball, lancer rapide ou lent, général (code Taylor 440);
15625;4;sports;softball, entraînement;
15630;4;sports;softball, arbitrage;
15640;6;sports;softball, lancer;
15645;3,3;sports;spectateur de sport, très excité, passionné, mouvements physiques;
15650;12;sports;squash (code Taylor 530);
15652;7,3;sports;squash, général;
15660;4;sports;tennis de table, ping-pong (code Taylor 410);
15670;3;sports;tai chi, qi gong, général;
15672;1,5;sports;tai chi, qi gong, position assise, effort léger;
15675;7,3;sports;tennis, général;
15680;6;sports;tennis, double, (code Taylor 430);
15685;4,5;sports;tennis, double;
15690;8;sports;tennis, simple, (code Taylor 420);
15695;5;sports;tennis, frapper la balle, jeu récréatif, effort modéré;
15700;3,5;sports;trampoline, récréatif;
15702;4,5;sports;trampoline, compétition;
15710;4;sports;volley-ball (code Taylor 400);
15711;6;sports;volley-ball, compétition, gymnase;
15720;3;sports;volley-ball, hors compétition, équipe de 6-9 joueurs, général;
15725;8;sports;beach-volley, dans le sable;
15730;6;sports;lutte (un match = 5 minutes);
15731;7;sports;wallyball, général;
15732;4;sports;athlétisme (par ex. lancer de poids, lancer de disque, lancer de marteau);
15733;6;sports;athlétisme (par ex. saut en hauteur, saut en longueur, triple saut, lancer de javelot, saut à la perche);
15734;10;sports;athlétisme (par ex. steeple, course de haies);
16010;2,5;transport;conduire une voiture ou un camion léger (hors semi-remorque);
16015;1,3;transport;se déplacer en voiture ou en camion;
16016;1,3;transport;se déplacer en bus ou train;
16020;1,8;transport;se déplacer en avion ou en hélicoptère;
16030;3,5;transport;scooter, moto;
16035;6,3;transport;tirer un pousse-pousse;
16040;6;transport;pousser un avion à l'intérieur et à l'extérieur d'un hangar;
16050;2,5;transport;conduire un camion, un semi-remorque, un tracteur > 1 tonne ou un bus;
16060;3,5;transport;marcher à 4,5-5 km/h, sur le plat, rythme modéré, sol ferme;
17010;7;marche;randonnée (code Taylor 050);
17012;7,8;marche;randonnée ou marche organisée avec un sac à dos;
17020;5;marche;porter une charge de 7 kg (par ex. valise), à plat ou en descendant des escaliers;
17021;2,3;marche;porter un enfant de 7 kg, marche lente;
17025;8,3;marche;porter une charge en montant des escaliers, général;
17026;5;marche;porter une charge de 0,5-7 kg en montant des escaliers;
17027;6;marche;porter une charge de 7-11 kg en montant des escaliers;
17028;8;marche;porter une charge de 11-22 kg en montant des escaliers;
17029;10;marche;porter une charge de 22-33 kg en montant des escaliers;
17030;12;marche;porter une charge > 34 kg en montant des escaliers;
17031;3,5;marche;charger/décharger une voiture impliquant de la marche;
17033;6,3;marche;randonner en collines, sans charge;
17035;6,5;marche;randonner en collines en portant une charge de 0 à 4 kg;
17040;7,3;marche;randonner en collines en portant une charge de 4,5 à 9 kg;
17050;8,3;marche;randonner en collines en portant une charge de 9,5 à 19 kg;
17060;9;marche;randonner en collines en portant une charge supérieure à 19 kg;
17070;3,5;marche;descendre des escaliers;
17080;6;marche;randonnée, à travers champs (code Taylor 040);
17082;5,3;marche;randonner ou marcher à allure normale à travers champs et versants de colline;
17085;2,5;marche;admirer les oiseaux, marche lente;
17088;4,5;marche;marche militaire, vitesse modérée, sans sac;
17090;8;marche;marche militaire rapide, sans sac;
17100;4;marche;pousser ou tirer une poussette avec un enfant ou marcher avec des enfants, 4 à 5 km/h;
17105;3,8;marche;pousser un fauteuil roulant, cadre privé;
17110;6,5;marche;marche athlétique;
17130;8;marche;monter des escaliers, utiliser ou monter sur une échelle (code Taylor 030);
17133;4;marche;monter des escaliers, rythme lent;
17134;8,8;marche;monter des escaliers, rythme rapide;
17140;5;marche;utiliser des béquilles;
17150;2;marche;marcher à la maison;
17151;2;marche;marcher à moins de 3 km/h, à plat, flâner, rythme très lent;
17152;2,8;marche;marcher à 3 km/h, à plat, rythme lent, sol ferme;
17160;3,5;marche;marcher pour le plaisir (code Taylor 010);
17161;2,5;marche;marcher de la maison à la voiture ou au bus, de la voiture ou du bus vers d'autres endroits, de la voiture ou du bus vers et depuis le lieu de travail;
17162;2,5;marche;marcher vers la maison du voisin ou la maison familiale dans un but social;
17165;3;marche;promener le chien;
17170;3;marche;marcher à 4 km/h, à plat, sol ferme;
17180;3,3;marche;marcher à 4 km/h, en descente;
17190;3,5;marche;marcher à 4,5-5 km/h, à plat, rythme modéré, sol ferme;
17200;4,3;marche;marcher à 5,5 km/h, à plat, rythme rapide, sol ferme, marcher pour faire de l'exercice;
17210;5,3;marche;marcher à 4,5-5,5 km/h, en montée de 1 à 5 %;
17211;8;marche;marcher à 4,5-5,5 km/h, en montée de 6-15 %;
17220;5;marche;marcher à 6,5 km/h, à plat, sol ferme, rythme très rapide;
17230;7;marche;marcher à 7 km/h, à plat, sol ferme, rythme extrêmement rapide;
17231;8,3;marche;marcher à 8 km/h, à plat, sol ferme;
17235;9,8;marche;marcher à 8 km/h, en montée de 3 %;
17250;3,5;marche;marcher pour le plaisir, pause de travail;
17260;4,8;marche;marcher dans l'herbe;
17262;4,5;marche;marcher à un rythme normal, dans un champ labouré ou dans du sable;
17270;4;marche;marcher pour aller au travail ou à l'école (code Taylor 015);
17280;2,5;marche;marcher vers et depuis une dépendance;
17302;4,8;marche;marcher pour l’exercice à 5,5-6,5 km/h avec des bâtons de ski, marche nordique, à plat, rythme modéré;
17305;9,5;marche;marcher pour l’exercice à 8 km/h avec des bâtons de ski, marche nordique, à plat, rythme rapide;
17310;6,8;marche;marcher pour l’exercice avec des bâtons de ski, marche nordique, en montée;
17320;6;marche;marcher, en arrière, 5,5 km/h, à plat;
17325;8;marche;marcher, en arrière à 5,5 km/h, en montée de 5%;
18010;2,5;activités nautiques et aquatiques;navigation, au moteur, barrer;
18012;1,3;activités nautiques et aquatiques;navigation, au moteur, passager, effort léger;
18020;4;activités nautiques et aquatiques;canoë, pendant une randonnée avec camping (code Taylor 270);
18025;3,3;activités nautiques et aquatiques;canoë, récolte de riz sauvage en faisant tomber le riz des tiges;
18030;7;activités nautiques et aquatiques;canoë, portage;
18040;2,8;activités nautiques et aquatiques;canoë, pagayer à 3,2-4,8 km/h, effort léger;
18050;5,8;activités nautiques et aquatiques;canoë, pagayer à 6,4-8 km/h, effort modéré;
18060;12,5;activités nautiques et aquatiques;canoë, pagayer, kayak, compétition, > 9,65 km/h, effort vigoureux;
18070;3,5;activités nautiques et aquatiques;canoë, pagayer pour le plaisir, général (code Taylor 250);
18080;12;activités nautiques et aquatiques;canoë, pagayer, compétition, en équipe ou en couple (code Taylor 260);
18090;3;activités nautiques et aquatiques;plongeon, tremplin ou plateforme;
18100;5;activités nautiques et aquatiques;kayak, effort modéré;
18110;4;activités nautiques et aquatiques;bateau à aubes;
18120;3;activités nautiques et aquatiques;voile, voilier et planche à voile, windsurf, voile sur glace, général (code Taylor 235);
18130;4,5;activités nautiques et aquatiques;voile, compétition;
18140;3,3;activités nautiques et aquatiques;voile, Sunfish/Laser/Hobby Cat, quillards, navigation hauturière, croisière, plaisance;
18150;6;activités nautiques et aquatiques;ski nautique ou wakeboard (code Taylor 220);
18160;7;activités nautiques et aquatiques;scooter des mers, conduire, dans l'eau;
18180;15,8;activités nautiques et aquatiques;plongée sous-marine, rythme rapide;
18190;11,8;activités nautiques et aquatiques;plongée sous-marine, rythme modéré;
18200;7;activités nautiques et aquatiques;plongée sous-marine, général (code Taylor 310);
18210;5;activités nautiques et aquatiques;plongée libre (code Taylor 310);
18220;3;activités nautiques et aquatiques;surf, corps ou planche, général;
18222;5;activités nautiques et aquatiques;surf, corps ou planche, compétition;
18225;6;activités nautiques et aquatiques;planche à rame, en position debout;
18230;9,8;activités nautiques et aquatiques;longueurs de piscine, nage libre, rythme rapide, effort vigoureux;
18240;5,8;activités nautiques et aquatiques;longueurs de piscine, nage libre, crawl, rythme lent, effort modéré ou léger;
18250;9,5;activités nautiques et aquatiques;natation, nage sur le dos, général, entraînement ou compétition;
18255;4,8;activités nautiques et aquatiques;natation, nage sur le dos, loisirs;
18260;10,3;activités nautiques et aquatiques;natation, brasse, général, entraînement ou compétition;
18265;5,3;activités nautiques et aquatiques;natation, brasse, loisirs;
18270;13,8;activités nautiques et aquatiques;natation, papillon, général;
18280;10;activités nautiques et aquatiques;natation, crawl, rythme rapide (~70 mètres/minute), effort vigoureux;
18290;8,3;activités nautiques et aquatiques;natation, crawl, rythme rapide (~45 mètres/minute), effort vigoureux;
18300;6;activités nautiques et aquatiques;natation, lac, océan, rivière (codes Taylor 280, 295);
18310;6;activités nautiques et aquatiques;natation, loisirs, sans longueurs, général;
18320;7;activités nautiques et aquatiques;natation, nage indienne, général;
18330;8;activités nautiques et aquatiques;natation, synchronisée;
18340;9,8;activités nautiques et aquatiques;natation, sur-place, rythme rapide, effort vigoureux;
18350;3,5;activités nautiques et aquatiques;natation, sur-place, effort modéré, général;
18352;2,3;activités nautiques et aquatiques;descendre en chambre à air, flotter sur une rivière, général;
18355;5,5;activités nautiques et aquatiques;aérobic aquatique, gymnastique suédoise aquatique;
18360;10;activités nautiques et aquatiques;water polo;
18365;3;activités nautiques et aquatiques;water volley-ball;
18366;9,8;activités nautiques et aquatiques;water jogging;
18367;2,5;activités nautiques et aquatiques;marcher dans l’eau, effort léger, rythme lent;
18368;4,5;activités nautiques et aquatiques;marcher dans l’eau, effort modéré, rythme modéré;
18369;6,8;activités nautiques et aquatiques;marcher dans l’eau, effort vigoureux, rythme soutenu;
18370;5;activités nautiques et aquatiques;rafting, kayak, canoë en eau vive;
18380;5;activités nautiques et aquatiques;planche à voile, sans pomper pour gagner en vitesse;
18385;11;activités nautiques et aquatiques;planche à voile ou kitesurf, entraînement;
18390;13,5;activités nautiques et aquatiques;planche à voile, compétition, en pompant pour gagner en vitesse;
19005;7,5;activités hivernales;randonnée en traîneau à chiens en tant que musher;
19006;2,5;activités hivernales;randonnée en traîneau à chiens en tant que passager;
19010;6;activités hivernales;retrait de la glace, maison, créer/forer des trous;
19011;2;activités hivernales;pêche sur glace, position assise;
19018;14;activités hivernales;patinage, dance sur glace;
19020;5,5;activités hivernales;patinage sur glace à 14,5 km/h ou moins;
19030;7;activités hivernales;patinage sur glace, général (code Taylor 360);
19040;9;activités hivernales;patinage sur glace, rythme rapide, plus de 14,5 km/h, hors compétition;
19050;13,3;activités hivernales;patinage de vitesse, compétition;
19060;7;activités hivernales;saut à ski, monter en portant des skis;
19075;7;activités hivernales;ski, général;
19080;6,8;activités hivernales;ski de fond à 4 km/h, rythme lent ou effort léger, marche nordique;
19090;9;activités hivernales;ski de fond à 6,5-8 km/h, rythme et effort modérés, général;
19100;12,5;activités hivernales;ski de fond à 8-12,5 km/h, rythme rapide, effort vigoureux;
19110;15;activités hivernales;ski de fond à plus de 13 km/h, skieur d’élite, course;
19130;15,5;activités hivernales;ski de fond, neige dure, montée, maximum, alpinisme;
19135;13,3;activités hivernales;ski de fond, patinage;
19140;13,5;activités hivernales;ski de fond, biathlon, pas de patineur;
19150;4,3;activités hivernales;ski, descente, ski alpin ou snowboard, effort léger, périodes d’activité uniquement;
19160;5,3;activités hivernales;ski, descente, ski alpin ou snowboard, effort modéré, général, périodes d’activité uniquement;
19170;8;activités hivernales;ski, descente, effort vigoureux, course;
19175;12,5;activités hivernales;ski, ski à roulettes, coureurs d’élite;
19180;7;activités hivernales;traîneau, toboggan, bobsleigh, luge (code Taylor 370);
19190;5,3;activités hivernales;raquettes à neige, effort modéré;
19192;10;activités hivernales;raquettes à neige, effort vigoureux;
19200;3,5;activités hivernales;moto des neiges, conduire, effort modéré;
19202;2;activités hivernales;moto des neiges, passager;
19252;5,3;activités hivernales;déblayer la neige à la pelle, à la main, effort modéré;
19254;7,5;activités hivernales;déblayer la neige à la pelle, à la main, effort vigoureux;
19260;2,5;activités hivernales;passer la souffleuses à neige, marcher et pousser;
20000;1,3;activités religieuses;être assis à l'église, pendant la messe, assister à une cérémonie, être assis en silence;
20001;2;activités religieuses;être assis, jouer d'un instrument à l'église;
20005;1,8;activités religieuses;être assis à l'église, parler ou chanter, assister à une cérémonie, être assis, participation active;
20010;1,3;activités religieuses;être assis, lire des textes religieux à la maison;
20015;1,3;activités religieuses;être debout à l'église (en silence), assister à une cérémonie;
20020;2;activités religieuses;être debout, chanter à l'église, assister à une cérémonie, être debout, participation active;
20025;1,3;activités religieuses;être à genoux à l'église ou à la maison, prier;
20030;1,8;activités religieuses;être debout, parler à l'église;
20035;2;activités religieuses;marcher dans l'église;
20036;2;activités religieuses;marcher à moins de 3 km/h, rythme très lent;
20037;3,5;activités religieuses;marcher à 5 km/h, rythme modéré, sans rien porter;
20038;4,3;activités religieuses;marcher à 5,5 km/h, rythme rapide, sans rien porter;
20039;2;activités religieuses;combinaison marcher/se tenir debout à des fins religieuses, placer l'assistance;
20040;5;activités religieuses;faire une louange en dansant ou en courant, danse spirituelle dans l'église;
20045;2,5;activités religieuses;servir des aliments à l'église;
20046;2;activités religieuses;préparer des aliments à l'église;
